keys,real,docs,classification
WebSettings_setDatabaseEnabled,sink, Sets whether the database storage API is enabled.,sink
MessageFormat_setFormat,sink, Sets the Format object to use for the format element with the given  format element index within the previously set pattern string.,sink
DecimalFormat_setDecimalSeparatorAlwaysShown,sink, Separators: Sets whether the decimal separator  is  shown on integers.,sink
MessageFormat_setFormatByArgumentIndex,sink, Sets the format to use for the format elements within the  previously set pattern string that use the given argument  index.,sink
DataOutputStream_writeByte,sink, Writes out a byte to the underlying output stream as  a 1-byte value.,sink
ColorMatrix_setConcat,sink,"set this colormatrix to the concatenation of the two specified colormatrices, such that the result colormatrix have the same effect as use matB and then applying matA.",sink
DownloadManager_openDownloadedFile,source, Open a downloaded file for reading.,sink
ServerSocket_setReceiveBufferSize,sink,sets a default proposed value for the SO_RCVBUF choice for socket bear from this ServerSocket.,sink
TableLayout_setColumnStretchable,sink, Makes the given column stretchable or not.,sink
DecimalFormat_setGroupingSize,sink, Set the grouping size.,sink
TableLayout_setColumnShrinkable,sink, Makes the given column shrinkable or not.,sink
InputConnectionWrapper_performPrivateCommand,sink, API to send private commands from an input method to its  connected editor.,sink
ValueAnimator_setFrameDelay,sink,"the quantity of time, in msec, between each frame of the animation.",sink
IsolatedContext_sendOrderedBroadcast,sink," Broadcast the given intent to all interested BroadcastReceivers, delivering  them one at a time to allow more preferred receivers to consume the  broadcast before it is delivered to less preferred receivers.",sink
AlarmManager_setTimeZone,sink, Sets the system's persistent default time zone.,sink
AudioTrack_setPlaybackHeadPosition,sink, Sets the playback head position within the static buffer.,sink
WifiP2pManager_removeGroup,neither,remove the current p2p group.,sink
AccessibilityRecord_setChecked,sink,sets if the seed equal gibe.,sink
WebSettings_setTextZoom,sink,sets the school text zoom of the page in pct.,sink
SpeechRecognizer_startListening,source,start listening for speech.,sink
AudioTrack_setNotificationMarkerPosition,sink, Sets the position of the notification marker.,sink
Reader_read,source, Reads characters into an array.,sink
AppWidgetManager_bindAppWidgetIdIfAllowed,sink, Set the provider for a given appWidgetId if the caller has a permission.,sink
NumberFormat_setRoundingMode,sink, Sets the RoundingMode used in this NumberFormat.,sink
BackupDataOutput_writeEntityData,sink,write a clod of data under the current entity to the backup ecstasy.,sink
Element_setAttribute,sink, Adds a new attribute.,sink
Camera_setParameters,sink, Changes the settings for this Camera service.,sink
LayoutAnimationController_setAnimation,sink,set the animation to embody run on each small fry of the view group on which this layout animation control is.,sink
ClipboardManager_setText,sink,sets the contents of the clipboard to the specify textual matter.,sink
AppWidgetManager_updateAppWidgetOptions,sink, Update the extras for a given widget instance.,sink
WebSettings_setCacheMode,sink,overrides the room the stash is used.,sink
BackupDataOutput_writeEntityData,sink, Write a chunk of data under the current entity to the backup transport.,sink
WebSettings_setAllowContentAccess,sink, Enables or disables content URL access within WebView.,sink
ClassLoader_setClassAssertionStatus,sink,sets the desired affirmation status for the named top - level form in this stratum loader and any nested classes hold in in this.,sink
WebSettings_setCacheMode,sink, Overrides the way the cache is used.,sink
SurfaceView_setZOrderMediaOverlay,sink, Control whether the surface view's surface is placed on top of another  regular surface view in the window .,sink
TextToSpeech_addSpeech,sink, Adds a mapping between a CharSequence  and a sound file.,sink
WebSettings_setBlockNetworkLoads,sink, Sets whether the WebView should not load resources from the network.,sink
KeyStore_setEntry,sink,save a keystore Entry nether the specified assumed name.,sink
Binder_dumpAsync,sink," Like dump, but ensures the target  executes asynchronously.",sink
PrintWriter_print,sink, Prints a double-precision floating-point number.,sink
Socket_sendUrgentData,sink, Send one byte of urgent data on the socket.,sink
AudioManager_setMicrophoneMute,sink, Sets the microphone mute on or off.,sink
BackupAgentHelper_onRestore,neither,run the restore summons on each of the configured handlers.,sink
LongBuffer_put,sink, Absolute put method .,sink
WebSettings_setMinimumLogicalFontSize,sink,sets the minimum consistent baptistry sizing.,sink
WebSettings_setFantasyFontFamily,sink, Sets the fantasy font family name.,sink
DecimalFormat_setGroupingUsed,sink, Grouping: Sets whether grouping is to be used when formatting numbers.,sink
AccountManager_updateCredentials,sink,"postulate the exploiter to infix a new password for an account, updating the protected credential for the account.",sink
MediaRecorder_setLocation,sink, Set and store the geodata  in the output file.,sink
PrintStream_print,sink, Prints an integer.,sink
Field_setInt,sink,set the value of a field as an int on the specialize object.,sink
ByteBuffer_put,sink, Relative bulk put method .,sink
WifiP2pManager_createGroup,neither,create a p2p mathematical group with the current device as the group owner.,sink
PresetReverb_setPreset,sink, Enables a preset on the reverb.,sink
WebSettings_setDisplayZoomControls,sink,sets whether the WebView should expose on - concealment rapid growth controls when practice the built - in zoom mechanisms.,sink
ClipboardManager_setText,sink, Sets the contents of the clipboard to the specified text.,sink
KeyStore_setKeyEntry,sink, Assigns the given key  to the given  alias.,sink
TableLayout_setColumnCollapsed,sink, Collapses or restores a given column.,sink
Debug_startMethodTracing,sink," Start method tracing, specifying the trace log file name and the buffer  size.",sink
AnimatorSet_setTarget,sink,fix the fair game physical object for all current child vivification of this AnimatorSet that take targets .,sink
ShortBuffer_put,sink, Absolute put method .,sink
Equalizer_setProperties,sink,sets the balance property.,sink
LongBuffer_put,sink, Relative put method .,sink
WallpaperManager_setWallpaperOffsets,sink," Set the display position of the current wallpaper within any larger space, when  that wallpaper is visible behind the given window.",sink
InputConnectionWrapper_performContextMenuAction,sink, Perform a context menu action on the field.,sink
MediaRecorder_setLocation,sink,lot and store the geodata  in the yield file.,sink
LocationManager_setTestProviderEnabled,sink,go under the given tryout supplier to be enable or disabled.,sink
WebSettings_setDefaultFixedFontSize,sink,sets the nonremittal fixed font size of it.,sink
PreferenceActivity_onBuildStartFragmentIntent,sink,"called by startWithFragment  when in single - pane modal value, to progress an Intent to launch a unexampled activity showing the take fragment.",sink
AtomicInteger_lazySet,sink," Sets the value to newValue,  with memory effects as specified by VarHandle#setRelease.",sink
DatagramSocket_setBroadcast,sink, Enable/disable SO_BROADCAST.,sink
WebSettings_setDomStorageEnabled,sink, Sets whether the DOM storage API is enabled.,sink
SSLParameters_setCipherSuites,sink, Sets the array of ciphersuites.,sink
AttributesImpl_setType,sink,set the case of a specific dimension.,sink
Random_setSeed,sink,specify the cum of this random numeral generator use a individual long seed.,sink
Deflater_setInput,sink,sets input data for compression.,sink
PresetReverb_setPreset,sink,enables a preset on the reverb.,sink
ServerSocket_setSoTimeout,sink," Enable/disable SO_TIMEOUT with the  specified timeout, in milliseconds.",sink
CharArrayWriter_append,sink, Appends the specified character sequence to this writer.,sink
AudioTrack_setPlaybackHeadPosition,sink,sets the playback brain position within the static buffer.,sink
ImageView_setColorFilter,sink, Sets a tinting option for the image.,sink
Matrix4f_set,sink, Sets the value for a given row and column,sink
ImageView_setImageMatrix,sink, Adds a transformation Matrix that is applied  to the view's drawable when it is drawn.,sink
SSLCertificateSocketFactory_setUseSessionTickets,sink,enables session ticket documentation on the give socket.,sink
IntBuffer_put,sink, Absolute put method .,sink
Log_d,sink, Send a DEBUG log message.,sink
ServerSocket_setReuseAddress,sink, Enable/disable the SO_REUSEADDR  socket option.,sink
Socket_setReceiveBufferSize,sink,gear up the SO_RCVBUF option to the delimitate value for this Socket.,sink
NfcA_setTimeout,sink,curing the transceive  timeout in millisecond.,sink
Preference_notifyDependencyChange,sink, Notifies any listening dependents of a change that affects the  dependency.,sink
DatePickerDialog_updateDate,sink, Sets the current date.,sink
Inflater_setInput,sink,stage set input data for decompression.,sink
InputConnectionWrapper_performContextMenuAction,sink, Perform a context menu action on the field.,sink
AudioRecord_setPositionNotificationPeriod,sink,"sets the period at which the hearer comprise called, if set with setRecordPositionUpdateListener  surgery setRecordPositionUpdateListener .",sink
SmsManager_sendTextMessage,sink, Send a text based SMS.,sink
Properties_setProperty,sink, Calls the Hashtable method put.,sink
PresetReverb_setPreset,sink,enables a preset on the reverb.,sink
IsolatedContext_sendBroadcast,sink, Broadcast the given intent to all interested BroadcastReceivers.,sink
