class,class_description,method_name,args,return,description,has_description,args_string,aosp-gps,library,key
HintRequest.Builder,,setPhoneNumberIdentifierSupported,['boolean'],HintRequest.Builder,"Enables returning credential hints where the identifier is a phone number, intended for use with a password chosen by the user or SMS verification.",1,boolean,gps,credentials,HintRequest.Builder_setPhoneNumberIdentifierSupported
HintRequest.Builder,,setServerClientId,['String'],HintRequest.Builder,Specify the server client ID for the backend associated with this app.,1,String,gps,credentials,HintRequest.Builder_setServerClientId
Action,This class is deprecated. Please Migrate to the Firebase App Indexing API,newAction,"['String', 'String', 'Uri', 'Uri']",staticAction,Creates a new action.,1,String_String_Uri_Uri,gps,appindexing,Action_newAction
Action,This class is deprecated. Please Migrate to the Firebase App Indexing API,newAction,"['String', 'String', 'Uri']",staticAction,Creates a new action.,1,String_String_Uri,gps,appindexing,Action_newAction
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,build,[''],Action,Build the Action object.,1,,gps,appindexing,Action.Builder_build
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'Thing']",Action.Builder,Sets a property of the action.,1,String_Thing,gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'Thing[]']",Action.Builder,Sets properties of the action.,1,String_Thing[],gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'String']",Action.Builder,Sets a property of the action.,1,String_String,gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'String[]']",Action.Builder,Sets properties of the action.,1,String_String[],gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'boolean']",Action.Builder,Sets a property of the action.,1,String_boolean,gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setActionStatus,['String'],Action.Builder,Specify the status of the action.,1,String,gps,appindexing,Action.Builder_setActionStatus
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setName,['String'],Action.Builder,Sets the name of the action.,1,String,gps,appindexing,Action.Builder_setName
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setObject,['Thing'],Action.Builder,Sets the object of the action.,1,Thing,gps,appindexing,Action.Builder_setObject
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setUrl,['Uri'],Action.Builder,Sets the app URI of the action.,1,Uri,gps,appindexing,Action.Builder_setUrl
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,equals,['Object'],boolean,,0,Object,gps,appindexing,AndroidAppUri_equals
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,getDeepLinkUri,[''],Uri,,0,,gps,appindexing,AndroidAppUri_getDeepLinkUri
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,getPackageName,[''],String,,0,,gps,appindexing,AndroidAppUri_getPackageName
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,hashCode,[''],int,,0,,gps,appindexing,AndroidAppUri_hashCode
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,newAndroidAppUri,"['String', 'Uri']",staticAndroidAppUri,deprecated,1,String_Uri,gps,appindexing,AndroidAppUri_newAndroidAppUri
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,newAndroidAppUri,['Uri'],staticAndroidAppUri,deprecated,1,Uri,gps,appindexing,AndroidAppUri_newAndroidAppUri
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,toString,[''],String,,0,,gps,appindexing,AndroidAppUri_toString
AndroidAppUri,This class is deprecated. Please Migrate to the Firebase App Indexing API,toUri,[''],Uri,,0,,gps,appindexing,AndroidAppUri_toUri
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,build,[''],Thing,Build the Thing object.,1,,gps,appindexing,Thing.Builder_build
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'Thing']",Thing.Builder,Sets a property of the content.,1,String_Thing,gps,appindexing,Thing.Builder_put
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'Thing[]']",Thing.Builder,Sets properties of the content.,1,String_Thing[],gps,appindexing,Thing.Builder_put
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'String']",Thing.Builder,Sets a property of the content.,1,String_String,gps,appindexing,Thing.Builder_put
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'String[]']",Thing.Builder,Sets a property of the content.,1,String_String[],gps,appindexing,Thing.Builder_put
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'boolean']",Thing.Builder,Sets a property of the content.,1,String_boolean,gps,appindexing,Thing.Builder_put
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setDescription,['String'],Thing.Builder,Sets the optional description of the content.,1,String,gps,appindexing,Thing.Builder_setDescription
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setId,['String'],Thing.Builder,Sets the optional web URL of the content.,1,String,gps,appindexing,Thing.Builder_setId
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setName,['String'],Thing.Builder,Sets the name of the content.,1,String,gps,appindexing,Thing.Builder_setName
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setType,['String'],Thing.Builder,Sets the schema.org type of the content.,1,String,gps,appindexing,Thing.Builder_setType
Thing.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setUrl,['Uri'],Thing.Builder,Sets the URL of the content in the app.,1,Uri,gps,appindexing,Thing.Builder_setUrl
AppIndexApi,This interface is deprecated. Please Migrate to the Firebase App Indexing API,action,"['GoogleApiClient', 'Action']",abstractAppIndexApi.ActionResult,deprecated,1,GoogleApiClient_Action,gps,appindexing,AppIndexApi_action
AppIndexApi,This interface is deprecated. Please Migrate to the Firebase App Indexing API,end,"['GoogleApiClient', 'Action']",abstractPendingResult<Status>,Indicates that the user has ended a specific action in your app.,1,GoogleApiClient_Action,gps,appindexing,AppIndexApi_end
AppIndexApi,This interface is deprecated. Please Migrate to the Firebase App Indexing API,start,"['GoogleApiClient', 'Action']",abstractPendingResult<Status>,Indicates that the user has started a specific action in your app.,1,GoogleApiClient_Action,gps,appindexing,AppIndexApi_start
AppIndexApi,This interface is deprecated. Please Migrate to the Firebase App Indexing API,view,"['GoogleApiClient', 'Activity', 'Intent', 'String', 'Uri', 'List<AppIndexApi.AppIndexingLink>']",abstractPendingResult<Status>,deprecated,1,GoogleApiClient_Activity_Intent_String_Uri_List<AppIndexApi.AppIndexingLink>,gps,appindexing,AppIndexApi_view
AppIndexApi,This interface is deprecated. Please Migrate to the Firebase App Indexing API,view,"['GoogleApiClient', 'Activity', 'Uri', 'String', 'Uri', 'List<AppIndexApi.AppIndexingLink>']",abstractPendingResult<Status>,deprecated,1,GoogleApiClient_Activity_Uri_String_Uri_List<AppIndexApi.AppIndexingLink>,gps,appindexing,AppIndexApi_view
AppIndexApi,This interface is deprecated. Please Migrate to the Firebase App Indexing API,viewEnd,"['GoogleApiClient', 'Activity', 'Intent']",abstractPendingResult<Status>,deprecated,1,GoogleApiClient_Activity_Intent,gps,appindexing,AppIndexApi_viewEnd
AppIndexApi,This interface is deprecated. Please Migrate to the Firebase App Indexing API,viewEnd,"['GoogleApiClient', 'Activity', 'Uri']",abstractPendingResult<Status>,deprecated,1,GoogleApiClient_Activity_Uri,gps,appindexing,AppIndexApi_viewEnd
AppIndexApi.ActionResult,"This interface is deprecated. Use AppIndexApi.start(GoogleApiClient, Action) and AppIndexApi.end(GoogleApiClient, Action).",end,['GoogleApiClient'],abstractPendingResult<Status>,Indicates that a user completed an action.,1,GoogleApiClient,gps,appindexing,AppIndexApi.ActionResult_end
AppIndexApi.ActionResult,"This interface is deprecated. Use AppIndexApi.start(GoogleApiClient, Action) and AppIndexApi.end(GoogleApiClient, Action).",getPendingResult,[''],abstractPendingResult<Status>,"Represents the result of a call to the AppIndexApi.action(GoogleApiClient, Action",1,,gps,appindexing,AppIndexApi.ActionResult_getPendingResult
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,build,[''],Action,Build the Action object.,1,,gps,appindexing,Action.Builder_build
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'Thing']",Action.Builder,Sets a property of the action.,1,String_Thing,gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'Thing[]']",Action.Builder,Sets properties of the action.,1,String_Thing[],gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'String']",Action.Builder,Sets a property of the action.,1,String_String,gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'String[]']",Action.Builder,Sets properties of the action.,1,String_String[],gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,put,"['String', 'boolean']",Action.Builder,Sets a property of the action.,1,String_boolean,gps,appindexing,Action.Builder_put
Action.Builder,This class is deprecated. Please Migrate to the Firebase App Indexing API,setActionStatus,['String'],Action.Builder,Specify the status of the action.,1,String,gps,appindexing,Action.Builder_setActionStatus
